iter	RMSE
132	0.0396423488
133	0.03961598864
134	0.03959196148
135	0.03958306504
136	0.03957196476
137	0.03953600598
138	0.0395121841
139	0.03949148804
140	0.03947107739
141	0.03946064853
142	0.03944259813
143	0.0394180096
144	0.03940054229
145	0.03937590365
146	0.03936052421
147	0.03933546448
148	0.03931680557
149	0.03930041904
150	0.03928176304
151	0.03925528002
152	0.03924783492
153	0.03923190844
154	0.0392209806
155	0.0392035694
156	0.03918800107
157	0.03916851954
158	0.03915736833
159	0.03914349547
160	0.03912548644
161	0.03910895387
162	0.03907884182
163	0.03906998215
164	0.03904554438
165	0.03902439863
166	0.03900713527
167	0.03898046078
168	0.03896183336
169	0.03894782895
170	0.03893639469
171	0.03891961762
172	0.03890005394
173	0.03888416797
174	0.03886612565
175	0.0388468484
176	0.03882866543
177	0.03881575144
178	0.03879832388
179	0.03878112722
180	0.03877455836
181	0.03875555527
182	0.03873807566
183	0.03871746719
184	0.03870520255
185	0.03869164374
186	0.03867511188
187	0.038655817
188	0.03863610227
189	0.03862039733
190	0.03860453003
191	0.03858448975
192	0.03857094398
193	0.03855703029
194	0.0385471441
195	0.03852817152
196	0.03850175805
197	0.03847678988
198	0.03845766802
199	0.03844541978
200	0.03843180273
201	0.03841897759
202	0.03840954374
203	0.03839983394
204	0.03839013129
205	0.03836941712
206	0.03835742576
207	0.03834089167
208	0.03832394544
209	0.03830509782
210	0.0382913905
211	0.03827212391
212	0.03825670979
213	0.0382248236
214	0.0382125645
215	0.03819366193
216	0.03817462406
217	0.03816238796
218	0.03815144337
219	0.03813412691
220	0.03811232294
221	0.03809617435
222	0.03807866773
223	0.03805783811
224	0.03803613228
225	0.03802256822
226	0.03800400667
227	0.03799240904
228	0.03798278638
229	0.03796093447
230	0.03794865362
231	0.03793048029
232	0.03791351588
233	0.03789874548
234	0.03788620226
235	0.03786990588
236	0.0378538635
237	0.03783821567
238	0.0378316529
239	0.03781001927
240	0.03779638065
241	0.03777204204
242	0.03775372836
243	0.03773605917
244	0.03772477542
245	0.03770178418
246	0.03769163038
247	0.03767568186
248	0.03766951232
249	0.03765403829
250	0.03764384972
251	0.03762941154
252	0.03761240154
253	0.03758466055
254	0.03755996047
255	0.03754801174
256	0.03753826903
257	0.0375252712
258	0.03751296621
259	0.03749502261
260	0.03748382107
261	0.03746793897
262	0.03744990264
263	0.03743367642
264	0.03741678473
265	0.03740345409
266	0.03738718665
267	0.03737976004
268	0.03736686387
269	0.03735114447
270	0.03733560783
271	0.03732755859
272	0.03731889373
273	0.03730279771
274	0.03728789026
275	0.0372795788
276	0.03726265119
277	0.03725327324
278	0.037239199
279	0.03722817304
280	0.03720796827
281	0.03720000449
282	0.03718430632
283	0.0371668738
284	0.03715584843
285	0.03713865603
286	0.03712645614
287	0.03710495332
288	0.03709272378
289	0.03707677738
290	0.03706630809
291	0.03705332346
292	0.0370352071
293	0.03702153941
294	0.03700555037
295	0.03698919283
296	0.0369741059
297	0.03695762087
298	0.03693555354
299	0.03691956081
300	0.03690536635
301	0.03688525631
302	0.03686649147
303	0.0368528782
304	0.03684095714
305	0.03682857247
306	0.03681172253
307	0.03678559547
308	0.03677536787
309	0.03676080656
310	0.03674415778
311	0.03673058804
312	0.0367155355
313	0.03670268925
314	0.03668224506
315	0.03666103317
316	0.0366405521
317	0.03662251747
318	0.03661410552
319	0.03659905062
320	0.0365874501
321	0.03657184842
322	0.0365496786
323	0.03653015602
324	0.03651601559
325	0.03650180464
326	0.03647705534
327	0.03646830857
328	0.03646129624
329	0.0364545403
330	0.0364285646
331	0.03640981226
332	0.03638567818
333	0.03637155102
334	0.03635568815
335	0.03634163875
336	0.03632695772
337	0.03631356792
338	0.03629985723
339	0.03628014442
340	0.03626642737
341	0.03625857115
342	0.0362404101
343	0.03622051511
344	0.03620067036
345	0.03617840146
346	0.0361547422
347	0.03613328345
348	0.03612390766
349	0.03610399498
350	0.03608754644
351	0.03607445923
352	0.03606436919
353	0.03605190508
354	0.03604121613
355	0.03602586317
356	0.03600455402
357	0.03598580325
358	0.03596470278
359	0.03595433004
360	0.03593620466
361	0.03592499303
362	0.0359129231
363	0.03589640522
364	0.03587789052
365	0.03586404661
366	0.035852271
367	0.03583364108
368	0.03581299255
369	0.0357951339
370	0.03577728637
371	0.03576169645
372	0.03574633016
373	0.03573530579
374	0.03572195051
375	0.03570630486
376	0.03569417513
377	0.03568287066
378	0.03566843628
379	0.03565245311
380	0.0356387144
381	0.03563025151
382	0.03561496833
383	0.03559095906
384	0.03558051755
385	0.03555770855
386	0.03553444186
387	0.0355216008
388	0.03550391414
389	0.03549027608
390	0.03547281476
391	0.03545513442
392	0.03543355154
393	0.03542312251
394	0.03540186607
395	0.03539046917
396	0.0353691253
397	0.03534998204
398	0.03533073129
399	0.03531591976
400	0.03529778768
401	0.03528128823
402	0.0352676703
403	0.03525212147
404	0.03523913119
405	0.03522480492
406	0.0352064242
407	0.03518790524
408	0.03517630111
409	0.03516262537
410	0.03513936061
411	0.03512432835
412	0.03510972886
413	0.03508846287
414	0.03506661794
415	0.03505315683
416	0.0350306547
417	0.03501389109
418	0.03499883752
419	0.03498429961
420	0.03496951852
421	0.03495646514
422	0.03493230786
423	0.03491423263
424	0.03489084966
425	0.03487152506
426	0.03484766183
427	0.03483195378
428	0.03480833889
429	0.03479384976
430	0.03477860645
431	0.03476244553
432	0.0347471088
433	0.03472401164
434	0.03471465242
435	0.03470799921
436	0.03468090383
437	0.03466234656
438	0.03464743979
439	0.03463302902
440	0.03462414792
441	0.03460812669
442	0.03459653619
443	0.03457496558
444	0.0345570124
445	0.03454225764
446	0.03452789422
447	0.03451392427
448	0.03449439754
449	0.03448587013
450	0.03447565814
451	0.03446159158
452	0.03445258446
453	0.03443843009
454	0.03442103098
455	0.03440459819
456	0.03438422702
457	0.03436972077
458	0.03434311401
459	0.03433485731
460	0.03431509679
461	0.03430115382
462	0.03428257095
463	0.03427217367
464	0.03425836293
465	0.03424589032
466	0.03421984406
467	0.03420580538
468	0.03419585904
469	0.03418532169
470	0.03416712086
471	0.03414804747
472	0.03413638055
473	0.03412826435
474	0.0341139922
475	0.03410816223
476	0.0340946249
477	0.03408827877
478	0.0340705135
479	0.03405388811
480	0.03403787379
481	0.03402753209
482	0.03401049119
483	0.03399631034
484	0.03398112832
485	0.033967955
486	0.03395398704
487	0.03394803577
488	0.03393115796
489	0.03391911831
490	0.0339035679
491	0.03389240046
492	0.03387520992
493	0.03386204866
494	0.0338485164
495	0.0338351358
496	0.0338198435
497	0.03380406624
498	0.03379261376
499	0.03377733569
